time,original load,load
1319,0.403,1.209
1320,0.282,0.846
1321,0.101,0.303
1322,0.099,0.297
1323,0.082,0.246
1324,0.29,0.87
1325,1.2200001,3.6600003
1326,0.185,0.555
1327,0.16,0.48
1328,1.695,5.085
1329,1.696,5.088
1330,0.179,0.537
1331,0.094,0.282
1332,0.213,0.639
1333,0.103,0.309
1334,0.338,1.014
1335,0.222,0.666
1336,0.262,0.786
1337,0.335,1.005
1338,0.397,1.191
1339,1.275,3.825
1340,0.468,1.404
1341,0.486,1.458
1342,2.3430001,5.092832548
1343,1.462,4.386
1344,0.536,1.608
1345,0.279,0.837
1346,0.088,0.264
1347,0.112,0.336
1348,0.086,0.258
1349,0.108,0.324
1350,0.162,0.486
1351,0.168,0.504
1352,0.19,0.57
1353,0.516,1.548
1354,2.648,4.821066056
1355,0.874,2.622
1356,2.403,5.015100852
1357,2.855,5.020893747
1358,1.439,4.317
1359,0.308,0.924
1360,0.302,0.906
1361,0.224,0.672
1362,0.702,2.106
1363,0.446,1.338
1364,0.456,1.368
1365,0.43,1.29
1366,0.391,1.173
1367,0.171,0.513
1368,0.148,0.444
1369,0.105,0.315
1370,0.137,0.411
1371,0.083,0.249
1372,0.105,0.315
1373,0.229,0.687
1374,0.196,0.588
1375,0.122,0.366
1376,0.194,0.582
1377,0.187,0.561
1378,0.17,0.51
1379,0.104,0.312
1380,0.137,0.411
1381,0.111,0.333
1382,0.127,0.381
1383,0.133,0.399
1384,0.1,0.3
1385,0.226,0.678
1386,1.82,4.851422916
1387,0.559,1.677
1388,0.545,1.635
1389,0.773,2.319
1390,0.434,1.302
1391,0.399,1.197
1392,0.44,1.32
1393,0.373,1.119
1394,0.103,0.309
1395,0.08,0.24
1396,0.106,0.318
1397,0.079,0.237
1398,0.225,0.675
1399,0.186,0.558
1400,0.334,1.002
1401,0.21,0.63
1402,0.4,1.2
1403,0.35,1.05
1404,0.343,1.029
1405,0.346,1.038
1406,0.607,1.821
1407,0.319,0.957
1408,0.351,1.053
1409,1.044,3.132
1410,2.439,4.96700565
1411,0.567,1.701
1412,0.493,1.479
1413,0.537,1.611
1414,0.575,1.725
1415,1.002,3.006
1416,0.124,0.372
1417,0.113,0.339
1418,0.108,0.324
1419,0.109,0.327
1420,0.088,0.264
1421,0.111,0.333
1422,0.109,0.327
1423,0.443,1.329
1424,0.329,0.987
1425,0.174,0.522
1426,0.266,0.798
1427,0.399,1.197
1428,1.48,4.44
1429,0.372,1.116
1430,0.135,0.405
1431,0.243,0.729
1432,0.319,0.957
1433,0.231,0.693
1434,0.624,1.872
1435,0.483,1.449
1436,0.524,1.572
1437,0.607,1.821
1438,0.509,1.527
1439,0.481,1.443
1440,0.106,0.318
1441,0.104,0.312
1442,0.108,0.324
1443,0.129,0.387
1444,0.09,0.27
1445,0.1,0.3
1446,0.082,0.246
1447,0.136,0.408
1448,0.204,0.612
1449,0.27,0.81
1450,0.235,0.705
1451,0.235,0.705
1452,0.321,0.963
1453,0.233,0.699
1454,0.21,0.63
1455,0.182,0.546
1456,0.406,1.218
1457,0.466,1.398
1458,0.373,1.119
1459,0.872,2.616
1460,1.103,3.309
1461,0.465,1.395
1462,0.415,1.245
1463,0.394,1.182
1464,0.28,0.84
1465,0.136,0.408
1466,0.128,0.384
1467,0.105,0.315
1468,0.129,0.387
1469,0.108,0.324
1470,0.154,0.462
1471,0.583,1.749
1472,1.374,4.122
1473,0.785,2.355
1474,0.628,1.884
1475,0.653,1.959
1476,0.855,2.565
1477,0.437,1.311
1478,0.271,0.813
1479,0.231,0.693
1480,0.202,0.606
1481,0.257,0.771
1482,0.363,1.089
1483,0.982,2.946
1484,1.153,3.459
1485,0.674,2.022
1486,0.384,1.152
1487,0.17,0.51
1488,0.107,0.321
1489,0.084,0.252
1490,0.108,0.324
1491,0.083,0.249
1492,0.112,0.336
1493,0.359,1.077
1494,0.201,0.603
1495,0.797,2.391
1496,2.688,4.990342171
1497,1.464,4.392
1498,0.312,0.936
1499,0.238,0.714
1500,0.21,0.63
1501,0.232,0.696
1502,0.237,0.711
1503,0.398,1.194
1504,0.237,0.711
1505,1.611,4.833
1506,2.725,5.194833405
1507,1.621,4.863
1508,0.189,0.567
1509,0.164,0.492
1510,0.183,0.549
1511,0.169,0.507
1512,0.269,0.807
1513,0.106,0.318
1514,0.125,0.375
1515,0.1,0.3
1516,0.127,0.381
1517,0.105,0.315
1518,0.198,0.594
1519,0.117,0.351
1520,0.196,0.588
1521,0.212,0.636
1522,0.449,1.347
1523,0.233,0.699
1524,0.129,0.387
1525,0.097,0.291
1526,0.127,0.381
1527,0.098,0.294
1528,0.123,0.369
1529,0.098,0.294
1530,0.115,0.345
1531,0.109,0.327
1532,0.121,0.363
1533,0.128,0.384
1534,1.861,4.977291453
1535,0.446,1.338
1536,0.105,0.315
1537,0.093,0.279
1538,0.082,0.246
1539,0.076,0.228
1540,0.084,0.252
1541,0.079,0.237
1542,1.32,3.96
1543,1.612,4.836
1544,0.472,1.416
1545,0.455,1.365
1546,0.311,0.933
1547,0.805,2.415
1548,0.613,1.839
1549,0.39,1.17
1550,0.56,1.68
1551,0.929,2.787
1552,0.519,1.557
1553,1.512,4.536
1554,2.727,4.970659236
1555,1.607,4.821
1556,0.616,1.848
1557,0.43,1.29
1558,0.354,1.062
1559,0.377,1.131
1560,0.167,0.501
1561,0.113,0.339
1562,0.11,0.33
1563,0.078,0.234
1564,0.08,0.24
1565,0.166,0.498
1566,0.099,0.297
1567,0.148,0.444
1568,0.509,1.527
1569,0.273,0.819
1570,0.361,1.083
1571,0.601,1.803
1572,0.311,0.933
1573,0.305,0.915
1574,0.351,1.053
1575,0.359,1.077
1576,0.301,0.903
1577,1.6049999,4.8149997
1578,0.364,1.092
1579,0.567,1.701
1580,0.472,1.416
1581,0.576,1.728
1582,0.534,1.602
1583,0.486,1.458
1584,0.112,0.336
1585,0.112,0.336
1586,0.091,0.273
1587,0.083,0.249
1588,0.084,0.252
1589,0.113,0.339
1590,0.12,0.36
1591,0.114,0.342
1592,0.385,1.155
1593,0.109,0.327
1594,0.11,0.33
1595,0.4,1.2
1596,0.249,0.747
1597,0.306,0.918
1598,0.249,0.747
1599,0.363,1.089
1600,0.271,0.813
1601,0.303,0.909
1602,0.273,0.819
1603,1.451,4.353
1604,0.608,1.824
1605,0.585,1.755
1606,0.471,1.413
1607,0.588,1.764
1608,0.211,0.633
1609,0.088,0.264
1610,0.093,0.279
1611,0.098,0.294
1612,0.082,0.246
1613,0.085,0.255
1614,0.211,0.633
1615,2.079,5.080031184
1616,0.584,1.752
1617,0.101,0.303
1618,0.073,0.219
1619,0.103,0.309
1620,0.098,0.294
1621,0.081,0.243
1622,0.096,0.288
1623,0.163,0.489
1624,0.212,0.636
1625,0.254,0.762
1626,1.845,5.065062464
1627,0.627,1.881
1628,0.637,1.911
1629,0.71,2.13
1630,0.515,1.545
1631,0.332,0.996
1632,0.165,0.495
1633,0.182,0.546
1634,0.089,0.267
1635,0.137,0.411
1636,0.074,0.222
1637,0.104,0.312
1638,0.08,0.24
1639,0.348,1.044
1640,0.234,0.702
1641,0.218,0.654
1642,0.234,0.702
1643,0.344,1.032
1644,0.207,0.621
1645,0.222,0.666
1646,0.21,0.63
1647,0.166,0.498
1648,0.174,0.522
1649,0.928,2.784
1650,0.285,0.855
1651,0.418,1.254
1652,0.259,0.777
1653,0.402,1.206
1654,0.413,1.239
1655,0.413,1.239
1656,0.212,0.636
1657,0.101,0.303
1658,0.075,0.225
1659,0.099,0.297
1660,0.086,0.258
1661,0.09,0.27
1662,0.136,0.408
1663,0.115,0.345
1664,0.801,2.403
1665,0.328,0.984
1666,0.132,0.396
1667,0.349,1.047
1668,0.216,0.648
1669,0.214,0.642
1670,0.234,0.702
1671,0.36,1.08
1672,0.231,0.693
1673,1.073,3.219
1674,0.639,1.917
1675,0.436,1.308
1676,0.396,1.188
1677,0.361,1.083
1678,0.352,1.056
1679,0.521,1.563
1680,0.907,2.721
1681,0.111,0.333
1682,0.11,0.33
1683,0.085,0.255
1684,0.105,0.315
1685,0.081,0.243
1686,0.106,0.318
1687,0.778,2.334
1688,0.345,1.035
1689,0.347,1.041
1690,0.531,1.593
1691,1.148,3.444
1692,2.901,4.999241077
1693,2.3220001,5.024252694
1694,0.408,1.224
1695,0.272,0.816
1696,0.46,1.38
1697,0.841,2.523
1698,1.074,3.222
1699,0.514,1.542
1700,0.856,2.568
1701,0.621,1.863
1702,0.566,1.698
1703,0.312,0.936
1704,0.089,0.267
1705,0.105,0.315
1706,0.102,0.306
1707,0.08,0.24
1708,0.099,0.297
1709,0.081,0.243
1710,0.105,0.315
1711,0.11,0.33
1712,0.11,0.33
1713,0.101,0.303
1714,0.076,0.228
1715,0.104,0.312
1716,0.092,0.276
1717,0.177,0.531
1718,0.374,1.122
1719,0.22,0.66
1720,0.293,0.879
1721,1.747,4.920055609
1722,0.783,2.349
1723,1.625,4.875
1724,0.792,2.376
1725,0.67,2.01
1726,0.484,1.452
1727,0.106,0.318
1728,0.087,0.261
1729,0.1,0.3
1730,0.104,0.312
1731,0.089,0.267
1732,0.276,0.828
1733,0.148,0.444
1734,0.162,0.486
1735,0.132,0.396
1736,0.372,1.116
1737,0.418,1.254
1738,0.243,0.729
1739,0.247,0.741
1740,0.38,1.14
1741,0.226,0.678
1742,0.227,0.681
1743,0.34,1.02
1744,0.268,0.804
1745,2.7069999,4.999213957
1746,2.259,5.081210663
1747,0.549,1.647
1748,0.583,1.749
1749,0.599,1.797
1750,0.631,1.893
1751,0.439,1.317
1752,0.196,0.588
1753,0.101,0.303
1754,0.105,0.315
1755,0.086,0.258
1756,0.1,0.3
1757,0.082,0.246
1758,0.106,0.318
1759,0.081,0.243
1760,0.216,0.648
1761,0.109,0.327
1762,0.114,0.342
1763,0.109,0.327
1764,0.139,0.417
1765,0.102,0.306
1766,0.116,0.348
1767,0.405,1.215
1768,0.286,0.858
1769,0.226,0.678
1770,0.379,1.137
1771,2.002,5.061024784
1772,0.759,2.277
1773,0.685,2.055
1774,0.641,1.923
1775,0.978,2.934
1776,0.529,1.587
1777,0.201,0.603
1778,0.088,0.264
1779,0.112,0.336
1780,0.102,0.306
1781,0.103,0.309
1782,0.112,0.336
1783,0.249,0.747
1784,0.385,1.155
1785,0.147,0.441
1786,0.219,0.657
1787,0.356,1.068
1788,0.219,0.657
1789,0.337,1.011
1790,0.221,0.663
1791,0.229,0.687
1792,0.174,0.522
1793,0.352,1.056
1794,0.35,1.05
1795,0.613,1.839
1796,0.601,1.803
1797,0.589,1.767
1798,0.342,1.026
1799,0.103,0.309
1800,0.101,0.303
1801,0.106,0.318
1802,0.099,0.297
1803,0.327,0.981
1804,0.173,0.519
1805,0.082,0.246
1806,0.189,0.567
1807,0.168,0.504
1808,0.251,0.753
1809,0.301,0.903
1810,0.261,0.783
1811,0.437,1.311
1812,0.254,0.762
1813,0.352,1.056
1814,0.247,0.741
1815,0.221,0.663
1816,0.254,0.762
1817,0.425,1.275
1818,0.272,0.816
1819,0.286,0.858
1820,0.322,0.966
1821,0.458,1.374
1822,0.217,0.651
1823,0.128,0.384
1824,0.11,0.33
1825,0.106,0.318
1826,0.091,0.273
1827,0.096,0.288
1828,0.108,0.324
1829,0.241,0.723
1830,0.244,0.732
1831,0.348,1.044
1832,0.394,1.182
1833,0.176,0.528
1834,0.106,0.318
1835,0.125,0.375
1836,0.1,0.3
1837,0.086,0.258
1838,0.197,0.591
1839,0.324,0.972
1840,0.307,0.921
1841,0.369,1.107
1842,0.653,1.959
1843,0.601,1.803
1844,0.433,1.299
1845,0.391,1.173
1846,0.298,0.894
1847,0.144,0.432
1848,0.129,0.387
1849,0.115,0.345
1850,0.166,0.498
1851,0.124,0.372
1852,0.117,0.351
1853,0.14,0.42
1854,0.117,0.351
1855,1.77,4.924158786
1856,1.866,5.050153784
1857,1.152,3.456
1858,1.624,4.872
1859,1.843,5.082964104
1860,3.144,5.046419175
1861,3.919,4.911252617
1862,0.883,2.649
1863,0.295,0.885
1864,1.654,4.962
1865,1.098,3.294
1866,0.464,1.392
1867,0.372,1.116
1868,0.607,1.821
1869,0.398,1.194
1870,0.27,0.81
1871,0.121,0.363
1872,0.078,0.234
1873,0.102,0.306
1874,0.083,0.249
1875,0.087,0.261
1876,0.089,0.267
1877,0.147,0.441
1878,1.263,3.789
1879,1.243,3.729
1880,0.098,0.294
1881,0.231,0.693
1882,0.215,0.645
1883,0.317,0.951
1884,0.305,0.915
1885,0.175,0.525
1886,0.132,0.396
1887,0.178,0.534
1888,0.246,0.738
1889,0.445,1.335
1890,1.264,3.792
1891,1.019,3.057
1892,0.608,1.824
1893,0.507,1.521
1894,0.351,1.053
1895,0.264,0.792
1896,0.104,0.312
1897,0.098,0.294
1898,0.084,0.252
1899,0.099,0.297
1900,0.093,0.279
1901,0.246,0.738
1902,0.124,0.372
1903,1.542,4.626
1904,0.095,0.285
1905,0.097,0.291
1906,0.1,0.3
1907,0.097,0.291
1908,0.272,0.816
1909,0.33,0.99
1910,0.298,0.894
1911,0.377,1.131
1912,0.19,0.57
1913,0.212,0.636
1914,0.411,1.233
1915,0.622,1.866
1916,0.525,1.575
1917,0.495,1.485
1918,0.556,1.668
1919,0.313,0.939
1920,0.105,0.315
1921,0.113,0.339
1922,0.114,0.342
1923,0.109,0.327
1924,0.106,0.318
1925,0.099,0.297
1926,0.179,0.537
1927,0.608,1.824
1928,0.181,0.543
1929,0.245,0.735
1930,0.154,0.462
1931,0.156,0.468
1932,0.163,0.489
1933,0.176,0.528
1934,0.377,1.131
1935,0.178,0.534
1936,0.741,2.223
1937,0.521,1.563
1938,0.43,1.29
1939,2.312,4.92828234
1940,1.524,4.572
1941,0.75,2.25
1942,0.362,1.086
1943,0.189,0.567
1944,0.102,0.306
1945,0.077,0.231
1946,0.098,0.294
1947,0.104,0.312
1948,0.097,0.291
1949,0.134,0.402
1950,0.103,0.309
1951,0.25,0.75
1952,0.089,0.267
1953,0.102,0.306
1954,0.097,0.291
1955,0.139,0.417
1956,0.305,0.915
1957,0.228,0.684
1958,0.296,0.888
1959,0.386,1.158
1960,0.385,1.155
1961,0.727,2.181
1962,0.443,1.329
1963,0.537,1.611
1964,0.527,1.581
1965,0.589,1.767
1966,0.402,1.206
1967,0.3,0.9
1968,0.15,0.45
1969,0.127,0.381
1970,0.127,0.381
1971,0.111,0.333
1972,0.179,0.537
1973,0.197,0.591
1974,0.237,0.711
1975,0.422,1.266
1976,0.242,0.726
1977,0.175,0.525
1978,0.39,1.17
1979,0.222,0.666
1980,0.221,0.663
1981,0.133,0.399
1982,0.31,0.93
1983,0.232,0.696
1984,0.235,0.705
1985,0.289,0.867
1986,0.355,1.065
1987,0.311,0.933
1988,0.445,1.335
1989,0.451,1.353
1990,0.748,2.244
1991,0.518,1.554
1992,0.198,0.594
1993,0.136,0.408
1994,0.128,0.384
1995,0.111,0.333
1996,0.131,0.393
1997,0.125,0.375
1998,0.111,0.333
1999,1.484,4.452
2000,0.323,0.969
2001,0.167,0.501
2002,0.154,0.462
2003,0.271,0.813
2004,0.167,0.501
2005,0.183,0.549
2006,0.25,0.75
2007,0.245,0.735
2008,0.277,0.831
2009,1.756,5.096174075
2010,0.287,0.861
2011,0.445,1.335
2012,0.48,1.44
2013,0.676,2.028
2014,0.439,1.317
2015,0.414,1.242
2016,0.469,1.407
2017,0.136,0.408
2018,0.14,0.42
2019,0.108,0.324
2020,0.129,0.387
2021,0.15,0.45
2022,0.097,0.291
2023,0.255,0.765
2024,0.737,2.211
2025,1.216,3.648
2026,2.1420001,4.944276885
2027,2.532,5.025310691
2028,1.6479999,4.9439997
2029,0.249,0.747
2030,0.236,0.708
2031,0.353,1.059
2032,0.288,0.864
2033,0.723,2.169
2034,0.444,1.332
2035,0.505,1.515
2036,0.529,1.587
2037,0.494,1.482
2038,0.494,1.482
2039,0.594,1.782
2040,0.3,0.9
2041,0.095,0.285
2042,0.109,0.327
2043,0.092,0.276
2044,0.111,0.333
2045,0.134,0.402
2046,0.092,0.276
2047,0.341,1.023
2048,0.164,0.492
2049,0.361,1.083
2050,0.237,0.711
2051,0.313,0.939
2052,0.296,0.888
2053,0.245,0.735
2054,0.239,0.717
2055,0.278,0.834
2056,2.49,5.040659879
2057,0.56,1.68
2058,0.41,1.23
2059,0.429,1.287
2060,0.741,2.223
2061,0.51,1.53
2062,0.258,0.774
2063,0.144,0.432
2064,0.113,0.339
2065,0.117,0.351
2066,0.113,0.339
2067,0.108,0.324
2068,0.201,0.603
2069,0.227,0.681
2070,0.438,1.314
2071,2.2860001,5.038960925
2072,1.348,4.044
2073,0.454,1.362
2074,0.275,0.825
2075,0.383,1.149
2076,0.239,0.717
2077,0.265,0.795
2078,0.319,0.957
2079,0.236,0.708
2080,0.632,1.896
2081,1.05,3.15
2082,1.011,3.033
2083,0.468,1.404
2084,0.633,1.899
2085,0.412,1.236
2086,0.176,0.528
2087,0.177,0.531
2088,0.179,0.537
2089,0.177,0.531
2090,0.181,0.543
2091,0.176,0.528
2092,0.226,0.678
2093,0.331,0.993
2094,0.836,2.508
2095,0.403,1.209
2096,0.361,1.083
2097,0.159,0.477
2098,0.373,1.119
2099,0.242,0.726
2100,0.242,0.726
2101,0.253,0.759
2102,0.34,1.02
2103,0.171,0.513
2104,0.306,0.918
2105,0.229,0.687
2106,0.82,2.46
2107,1.054,3.162
2108,0.634,1.902
2109,0.477,1.431
2110,0.417,1.251
2111,0.205,0.615
2112,0.103,0.309
2113,0.096,0.288
2114,0.091,0.273
2115,0.095,0.285
2116,0.154,0.462
2117,0.279,0.837
2118,0.301,0.903
2119,0.305,0.915
2120,0.349,1.047
2121,0.218,0.654
2122,0.228,0.684
2123,0.294,0.882
2124,0.375,1.125
2125,0.294,0.882
2126,0.459,1.377
2127,0.265,0.795
2128,0.262,0.786
2129,0.306,0.918
2130,0.488,1.464
2131,0.382,1.146
2132,0.455,1.365
2133,0.511,1.533
2134,0.274,0.822
2135,0.098,0.294
2136,0.092,0.276
2137,0.097,0.291
2138,0.09,0.27
2139,0.097,0.291
2140,0.102,0.306
2141,0.093,0.279
2142,0.257,0.771
2143,0.113,0.339
2144,0.236,0.708
2145,0.256,0.768
2146,0.221,0.663
2147,0.243,0.729
2148,0.219,0.657
2149,0.158,0.474
2150,0.142,0.426
2151,0.119,0.357
2152,0.316,0.948
2153,0.511,1.533
2154,0.298,0.894
2155,0.253,0.759
2156,0.588,1.764
2157,0.534,1.602
2158,0.338,1.014
2159,0.097,0.291
2160,0.101,0.303
2161,0.1,0.3
2162,0.112,0.336
2163,0.207,0.621
2164,0.175,0.525
2165,0.204,0.612
2166,0.181,0.543
2167,0.194,0.582
2168,0.257,0.771
2169,0.14,0.42
2170,0.285,0.855
2171,0.293,0.879
2172,0.216,0.648
2173,0.227,0.681
2174,0.303,0.909
2175,0.276,0.828
2176,0.244,0.732
2177,0.284,0.852
2178,0.53,1.59
2179,0.736,2.208
2180,0.698,2.094
2181,0.616,1.848
2182,0.269,0.807
2183,0.106,0.318
2184,0.099,0.297
2185,0.113,0.339
2186,0.104,0.312
2187,0.206,0.618
2188,0.204,0.612
2189,0.205,0.615
2190,0.873,2.619
2191,1.818,4.931903267
2192,2.6050001,4.945274587
2193,2.049,4.876278049
2194,1.675,5.025
2195,0.837,2.511
2196,0.62,1.86
2197,0.284,0.852
2198,0.267,0.801
2199,0.368,1.104
2200,0.268,0.804
2201,0.542,1.626
2202,0.675,2.025
2203,0.84,2.52
2204,0.511,1.533
2205,0.105,0.315
2206,0.106,0.318
2207,0.103,0.309
2208,0.097,0.291
2209,0.089,0.267
2210,0.101,0.303
2211,0.1,0.3
2212,0.239,0.717
2213,0.685,2.055
2214,0.434,1.302
2215,0.285,0.855
2216,0.336,1.008
2217,0.296,0.888
2218,0.259,0.777
2219,0.236,0.708
2220,0.232,0.696
2221,0.334,1.002
2222,1.155,3.465
2223,0.452,1.356
2224,0.256,0.768
2225,0.276,0.828
2226,0.508,1.524
2227,0.512,1.536
2228,0.481,1.443
2229,0.415,1.245
2230,0.103,0.309
2231,0.122,0.366
2232,0.102,0.306
2233,0.112,0.336
2234,0.166,0.498
2235,0.164,0.492
2236,0.161,0.483
2237,0.143,0.429
2238,0.261,0.783
2239,0.311,0.933
2240,0.224,0.672
2241,0.222,0.666
2242,0.347,1.041
2243,0.262,0.786
2244,0.368,1.104
2245,0.227,0.681
2246,0.226,0.678
2247,0.383,1.149
2248,0.362,1.086
2249,0.596,1.788
2250,0.719,2.157
2251,0.723,2.169
2252,0.573,1.719
2253,0.469,1.407
2254,0.273,0.819
2255,0.117,0.351
2256,0.119,0.357
2257,0.117,0.351
2258,0.191,0.573
2259,0.193,0.579
2260,0.21,0.63
2261,0.359,1.077
2262,0.107,0.321
2263,0.229,0.687
2264,0.364,1.092
2265,0.26,0.78
2266,0.196,0.588
2267,0.262,0.786
2268,0.227,0.681
2269,0.277,0.831
2270,0.52,1.56
2271,0.646,1.938
2272,0.938,2.814
2273,0.406,1.218
2274,0.534,1.602
2275,0.455,1.365
2276,0.46,1.38
2277,0.132,0.396
2278,0.097,0.291
2279,0.112,0.336
2280,0.14,0.42
2281,0.108,0.324
2282,0.129,0.387
2283,0.173,0.519
2284,0.177,0.531
2285,0.317,0.951
2286,0.209,0.627
2287,0.256,0.768
2288,0.283,0.849
2289,0.464,1.392
2290,0.314,0.942
2291,0.273,0.819
2292,0.287,0.861
2293,0.271,0.813
2294,1.062,3.186
2295,1.262,3.786
2296,0.4,1.2
2297,0.43,1.29
2298,0.437,1.311
2299,0.417,1.251
2300,0.39,1.17
2301,0.444,1.332
2302,0.685,2.055
2303,0.212,0.636
2304,0.117,0.351
2305,0.13,0.39
2306,0.086,0.258
2307,0.118,0.354
2308,0.148,0.444
2309,0.222,0.666
2310,0.189,0.567
2311,0.455,1.365
2312,0.24,0.72
2313,0.243,0.729
2314,0.592,1.776
2315,0.74,2.22
2316,0.36,1.08
2317,1.317,3.951
2318,1.749,4.959412198
2319,1.881,4.942256478
2320,2.2169998,4.885392506
2321,1.095,3.285
2322,1.771,4.9996678
2323,0.861,2.583
2324,0.424,1.272
2325,0.263,0.789
2326,0.102,0.306
2327,0.106,0.318
2328,0.106,0.318
2329,0.102,0.306
2330,0.181,0.543
2331,0.21,0.63
2332,0.204,0.612
2333,0.207,0.621
2334,0.156,0.468
2335,0.156,0.468
2336,0.352,1.056
2337,0.297,0.891
2338,0.222,0.666
2339,0.222,0.666
2340,0.364,1.092
2341,0.316,0.948
2342,0.224,0.672
2343,0.345,1.035
2344,0.277,0.831
2345,0.308,0.924
2346,0.438,1.314
2347,0.612,1.836
2348,0.691,2.073
2349,0.176,0.528
2350,0.099,0.297
2351,0.147,0.441
2352,0.105,0.315
2353,0.13,0.39
2354,0.167,0.501
2355,0.139,0.417
2356,0.18,0.54
2357,0.464,1.392
2358,0.979,2.937
2359,1.055,3.165
2360,1.325,3.975
2361,0.331,0.993
2362,0.379,1.137
2363,0.205,0.615
2364,0.226,0.678
2365,0.122,0.366
2366,0.205,0.615
2367,0.248,0.744
2368,0.357,1.071
2369,0.331,0.993
2370,0.365,1.095
2371,0.319,0.957
2372,0.396,1.188
2373,0.278,0.834
2374,0.128,0.384
2375,0.129,0.387
2376,0.133,0.399
2377,0.109,0.327
2378,0.133,0.399
2379,0.227,0.681
2380,0.212,0.636
2381,0.134,0.402
2382,0.115,0.345
2383,0.109,0.327
2384,0.134,0.402
2385,0.362,1.086
2386,0.225,0.675
2387,0.344,1.032
2388,0.332,0.996
2389,0.357,1.071
2390,0.495,1.485
2391,0.628,1.884
2392,0.632,1.896
2393,0.579,1.737
2394,0.519,1.557
2395,0.47,1.41
2396,0.446,1.338
2397,0.112,0.336
2398,0.114,0.342
2399,0.082,0.246
2400,0.116,0.348
2401,0.083,0.249
2402,0.182,0.546
2403,0.165,0.495
2404,0.198,0.594
2405,0.391,1.173
2406,0.313,0.939
2407,0.242,0.726
2408,0.118,0.354
2409,0.213,0.639
2410,0.243,0.729
2411,0.257,0.771
2412,0.253,0.759
2413,0.475,1.425
2414,0.337,1.011
2415,0.49,1.47
2416,0.424,1.272
2417,0.226,0.678
2418,0.231,0.693
2419,0.444,1.332
2420,0.401,1.203
2421,0.111,0.333
2422,0.102,0.306
2423,0.093,0.279
2424,0.113,0.339
2425,0.087,0.261
2426,0.204,0.612
2427,0.141,0.423
2428,0.162,0.486
2429,0.195,0.585
2430,0.274,0.822
2431,0.247,0.741
2432,0.384,1.152
2433,0.256,0.768
2434,0.229,0.687
2435,0.235,0.705
2436,0.277,0.831
2437,0.248,0.744
2438,1.397,4.191
2439,1.43,4.29
2440,0.221,0.663
2441,0.374,1.122
2442,0.485,1.455
2443,0.517,1.551
2444,0.448,1.344
2445,0.183,0.549
2446,0.111,0.333
2447,0.13,0.39
2448,0.104,0.312
2449,0.169,0.507
2450,0.171,0.513
2451,0.193,0.579
2452,0.271,0.813
2453,0.392,1.176
2454,0.148,0.444
2455,0.196,0.588
2456,0.249,0.747
2457,0.234,0.702
2458,0.315,0.945
2459,0.152,0.456
2460,0.227,0.681
2461,0.205,0.615
2462,0.235,0.705
2463,0.779,2.337
2464,0.559,1.677
2465,0.507,1.521
2466,0.599,1.797
2467,0.549,1.647
2468,0.816,2.448
2469,0.126,0.378
2470,0.092,0.276
2471,0.12,0.36
2472,0.092,0.276
2473,0.087,0.261
2474,0.182,0.546
2475,0.158,0.474
2476,0.158,0.474
2477,0.359,1.077
2478,0.277,0.831
2479,0.238,0.714
2480,0.354,1.062
2481,0.36,1.08
2482,0.247,0.741
2483,0.235,0.705
2484,0.254,0.762
2485,0.226,0.678
2486,1.346,4.038
2487,3.293,4.916622013
2488,0.951,2.853
2489,0.334,1.002
2490,0.401,1.203
2491,0.443,1.329
2492,0.338,1.014
2493,0.166,0.498
2494,0.085,0.255
2495,0.102,0.306
2496,0.078,0.234
2497,0.171,0.513
2498,0.107,0.321
2499,0.654,1.962
2500,0.159,0.477
2501,0.307,0.921
2502,0.085,0.255
2503,0.162,0.486
2504,0.271,0.813
2505,0.381,1.143
2506,0.22,0.66
2507,0.334,1.002
2508,0.243,0.729
2509,0.237,0.711
2510,0.369,1.107
2511,0.277,0.831
2512,0.207,0.621
2513,0.359,1.077
2514,0.405,1.215
2515,0.504,1.512
2516,0.395,1.185
2517,0.172,0.516
2518,0.097,0.291
2519,0.079,0.237
2520,0.101,0.303
2521,0.073,0.219
2522,0.135,0.405
2523,0.171,0.513
2524,0.136,0.408
2525,2.2629999,5.031877888
2526,1.497,4.491
2527,0.894,2.682
2528,1.647,4.941
2529,2.7089999,4.952416654
2530,1.371,4.113
2531,0.908,2.724
2532,0.325,0.975
2533,0.465,1.395
2534,0.385,1.155
2535,0.692,2.076
2536,0.369,1.107
2537,0.523,1.569
2538,0.628,1.884
2539,0.603,1.809
2540,0.431,1.293
2541,0.103,0.309
2542,0.106,0.318
2543,0.087,0.261
2544,0.082,0.246
2545,0.143,0.429
2546,0.181,0.543
2547,0.177,0.531
2548,0.223,0.669
2549,0.128,0.384
2550,0.144,0.432
2551,0.144,0.432
2552,0.25,0.75
2553,0.197,0.591
2554,0.104,0.312
2555,0.097,0.291
2556,0.217,0.651
2557,0.121,0.363
2558,0.113,0.339
2559,0.292,0.876
2560,0.702,2.106
2561,0.588,1.764
2562,0.491,1.473
2563,0.486,1.458
2564,0.443,1.329
2565,0.296,0.888
2566,0.11,0.33
2567,0.105,0.315
2568,0.126,0.378
2569,0.107,0.321
2570,0.13,0.39
2571,0.154,0.462
2572,0.189,0.567
2573,0.174,0.522
2574,0.33,0.99
2575,0.319,0.957
2576,0.311,0.933
2577,0.435,1.305
2578,0.297,0.891
2579,0.233,0.699
2580,0.231,0.693
